cusip,duration,yield,base_coupon,price,ytm,ytw,moodys_rating,sp_rating,fitch_rating,trade_rating,price_to_par,coupon_yield_spread,ytm_ytw_spread,moodys_numeric,sp_numeric,fitch_numeric,is_investment_grade
DEPXGC921,12.3,5.46,6.17,113.55,5.25,5.76,AA-,A-,AA-,10.0,1.1355,0.71,0.5099999999999998,18,15,18,True
YTZ06XXG8,11.93,4.75,4.63,107.22,4.43,4.6,A+,A,AA-,7.5,1.0722,-0.1200000000000001,0.16999999999999993,17,16,18,True
L9K71FZL7,8.07,5.99,4.68,89.48,7.38,7.38,BBB,AA+,A+,7.9,0.8948,-1.3100000000000005,0.0,13,20,17,True
FB54RZ121,29.1,12.27,10.69,95.62,12.32,12.44,AA-,AAA,AA,6.6,0.9562,-1.58,0.11999999999999922,18,21,19,True
J9SXO7WK0,19.47,3.46,1.94,80.34,2.03,2.03,BBB-,AAA,BBB,8.0,0.8034,-1.52,0.0,12,21,13,True
4ZPA87LR8,23.89,5.53,5.75,78.79,5.17,5.18,A+,BBB+,AA-,7.5,0.7879,0.21999999999999975,0.009999999999999787,17,14,18,True
C80LR6YD8,23.51,9.42,6.92,102.07,9.63,9.81,A,A,AA-,4.7,1.0207,-2.5,0.17999999999999972,16,16,18,True
MY3QZ9H36,6.73,9.9,6.66,74.1,10.89,11.16,AA-,A+,A+,10.0,0.741,-3.24,0.2699999999999996,18,17,17,True
7G56738B9,5.48,9.8,6.48,89.6,9.36,9.36,A,A,A,6.0,0.8959999999999999,-3.3200000000000003,0.0,16,16,16,True
UUG8UEF56,7.62,8.01,8.2,94.68,8.25,8.25,AA+,BBB+,A-,6.7,0.9468000000000001,0.1899999999999995,0.0,20,14,15,True
UR0R7OFV5,21.28,5.19,4.41,104.24,5.05,5.28,A-,AA,A,5.5,1.0424,-0.7800000000000002,0.23000000000000043,15,19,16,True
BHMULDPL6,6.42,5.5,4.86,104.69,5.91,5.91,AA-,AA-,A-,4.7,1.0469,-0.6399999999999997,0.0,18,18,15,True
6E7C9PWD7,8.17,0.12,1.38,113.57,0.0,0.0,A,BBB,A+,8.5,1.1357,1.2599999999999998,0.0,16,13,17,True
YOKN2P0K5,5.44,4.94,3.16,82.24,4.53,4.63,AA-,BBB+,AA-,3.3,0.8223999999999999,-1.7800000000000002,0.09999999999999964,18,14,18,True
DHQW398D4,18.1,7.76,8.02,97.1,8.37,8.37,AA-,AA,AA+,6.8,0.971,0.2599999999999998,0.0,18,19,20,True
H6UNLTUZ5,11.25,8.76,7.03,114.79,8.82,9.34,A+,BBB+,A,5.7,1.1479000000000001,-1.7299999999999995,0.5199999999999996,17,14,16,True
18P5MJ9I4,15.91,11.14,5.91,91.72,10.68,11.48,A,AA+,BBB,9.2,0.9172,-5.23,0.8000000000000007,16,20,13,True
GAUAW8BI3,17.3,8.33,7.68,91.87,9.2,9.2,A,AA-,A+,2.6,0.9187000000000001,-0.6500000000000004,0.0,16,18,17,True
VMKSVVQA7,26.76,9.48,4.4,80.86,9.6,9.8,AA+,A+,AA+,3.5,0.8086,-5.08,0.20000000000000107,20,17,20,True
XW8T7P232,10.11,4.6,2.83,95.32,4.86,5.71,A-,A+,AAA,6.6,0.9531999999999999,-1.7699999999999996,0.8499999999999996,15,17,21,True
JSJD6J6S5,18.01,10.06,6.67,83.26,10.09,10.55,A,BBB-,AA-,4.7,0.8326,-3.3900000000000006,0.46000000000000085,16,12,18,True
URI0I2412,7.42,6.33,3.9,92.45,6.67,7.01,AAA,A+,A,6.5,0.9245,-2.43,0.33999999999999986,21,17,16,True
U8LDSGGP3,30.0,7.35,6.03,104.87,7.23,7.5,AA-,AAA,AA-,5.8,1.0487,-1.3199999999999994,0.2699999999999996,18,21,18,True
5L1Z4AJH6,22.29,4.85,4.05,115.45,4.62,4.87,AA,A+,A,4.6,1.1545,-0.7999999999999998,0.25,19,17,16,True
JQVGNISK6,9.53,11.19,7.78,94.34,12.28,12.81,BBB-,AA,A+,5.6,0.9434,-3.4099999999999993,0.5300000000000011,12,19,17,True
RIEIHS7L5,14.57,0.0,0.74,111.9,0.0,0.0,AAA,BBB,A+,2.1,1.119,0.74,0.0,21,13,17,True
U4WDA0HR3,10.42,9.5,7.56,99.53,9.35,10.37,A,A+,AA,5.4,0.9953,-1.9400000000000004,1.0199999999999996,16,17,19,True
FM5VSQNA3,14.26,3.51,2.9,96.67,3.69,3.69,A-,AA+,AA-,5.8,0.9667,-0.6099999999999999,0.0,15,20,18,True
5WW9EPD72,15.56,10.31,7.13,79.3,9.81,9.81,BBB-,BBB,AA-,7.0,0.7929999999999999,-3.1800000000000006,0.0,12,13,18,True
E1YWXA1G6,9.91,6.21,3.29,83.98,6.23,6.75,A+,AAA,AA,10.0,0.8398,-2.92,0.5199999999999996,17,21,19,True
VV2ATJ1Z7,6.56,8.9,6.31,76.56,9.04,9.4,AA-,A+,AA-,5.8,0.7656000000000001,-2.5900000000000007,0.3600000000000012,18,17,18,True
2BBI03QK0,6.47,8.45,8.77,113.11,8.41,8.5,BBB,A+,AA+,9.6,1.1311,0.3200000000000003,0.08999999999999986,13,17,20,True
07I0ESGM4,10.29,6.91,6.12,85.85,7.57,8.45,A+,A,AA-,6.2,0.8584999999999999,-0.79,0.879999999999999,17,16,18,True
DSLVRFIN8,9.09,9.0,6.02,96.38,8.9,9.7,A,AA+,A-,3.9,0.9638,-2.9800000000000004,0.7999999999999989,16,20,15,True
QK2YXDNF4,26.83,8.13,6.01,92.8,8.98,9.14,AA-,A+,BBB+,9.1,0.9279999999999999,-2.120000000000001,0.16000000000000014,18,17,14,True
5R7M97102,7.9,4.69,3.46,76.03,4.18,4.18,A,A,A,8.8,0.7603,-1.2300000000000004,0.0,16,16,16,True
7KFT5J9W0,30.0,10.51,7.08,86.52,10.51,10.96,A+,A-,A+,4.6,0.8652,-3.4299999999999997,0.45000000000000107,17,15,17,True
Z51QS7W57,19.25,7.27,5.08,73.98,6.99,7.35,A-,A+,AA,7.2,0.7398,-2.1899999999999995,0.35999999999999943,15,17,19,True
4OTCQDGY9,30.0,4.86,4.42,116.97,4.88,5.36,A+,AA+,BBB+,7.3,1.1697,-0.4400000000000004,0.4800000000000004,17,20,14,True
KWTBNIOU9,12.9,3.5,2.38,100.65,2.69,2.95,A-,A+,A-,6.7,1.0065,-1.12,0.26000000000000023,15,17,15,True
IALW80HB8,14.09,9.11,6.55,104.37,9.89,9.89,BBB+,AA-,AA-,3.0,1.0437,-2.5599999999999996,0.0,14,18,18,True
AZZ1LS9T8,6.8,2.97,0.97,82.04,4.28,4.43,AA-,A+,A-,6.6,0.8204,-2.0,0.14999999999999947,18,17,15,True
8SV8WXPI6,12.81,6.59,6.09,110.02,6.64,7.11,A,A-,A-,8.2,1.1002,-0.5,0.47000000000000064,16,15,15,True
QFB25HX25,16.55,6.35,4.83,94.07,6.93,7.47,BBB+,AA-,A+,6.1,0.9407,-1.5199999999999996,0.54,14,18,17,True
X2EFEZCD4,12.41,4.77,3.55,99.48,4.06,4.3,AA+,A+,AA+,9.5,0.9948,-1.2199999999999998,0.2400000000000002,20,17,20,True
8VHYLEUA9,9.83,7.34,5.16,79.53,7.14,7.37,A+,A-,A,7.5,0.7953,-2.1799999999999997,0.23000000000000043,17,15,16,True
SCLLU32Q2,13.84,4.66,2.97,92.35,4.8,5.09,A,A+,A,5.3,0.9235,-1.69,0.29000000000000004,16,17,16,True
JH3YTNZ02,16.17,7.51,7.14,83.09,7.59,7.81,A,BBB-,A,3.9,0.8309000000000001,-0.3700000000000001,0.21999999999999975,16,12,16,True
1AUOXPN32,9.79,1.83,1.5,89.31,0.85,0.85,A,A-,AA-,6.6,0.8931,-0.33000000000000007,0.0,16,15,18,True
WB1KZMT62,16.83,5.81,2.78,87.78,6.97,7.3,AA+,AA-,AA,6.0,0.8778,-3.03,0.33000000000000007,20,18,19,True
WTH9AU2M2,12.35,4.52,1.63,93.15,5.03,5.93,A+,BBB,A+,7.5,0.9315000000000001,-2.8899999999999997,0.8999999999999995,17,13,17,True
2L9NP3LO0,8.05,6.22,3.49,110.18,6.72,7.3,AA+,AA-,BBB+,5.9,1.1018000000000001,-2.7299999999999995,0.5800000000000001,20,18,14,True
EC5HGYBN6,9.87,8.16,6.43,79.36,8.85,8.85,BBB,AA-,AA+,5.0,0.7936,-1.7300000000000004,0.0,13,18,20,True
FXSUN7GP0,13.01,7.7,5.72,84.3,6.72,6.75,BBB,A-,A,8.2,0.843,-1.9800000000000004,0.03000000000000025,13,15,16,True
2L43G52R5,15.7,4.73,3.54,110.35,4.64,4.82,A-,A+,AA-,7.4,1.1035,-1.1900000000000004,0.1800000000000006,15,17,18,True
KPF4NXJL3,11.16,3.27,2.51,87.53,3.29,3.81,A,AAA,AA-,5.5,0.8753,-0.7600000000000002,0.52,16,21,18,True
WNDEC1US6,6.17,7.36,4.82,86.13,7.47,7.47,BBB-,BBB,A+,6.6,0.8613,-2.54,0.0,12,13,17,True
6HNEPB4B6,9.83,8.1,4.03,85.24,8.51,9.08,A-,A,A+,8.9,0.8523999999999999,-4.069999999999999,0.5700000000000003,15,16,17,True
NYRV6V591,18.03,2.52,3.31,101.56,2.83,3.32,BBB,AA,A,6.9,1.0156,0.79,0.48999999999999977,13,19,16,True
HZ5V8LYW2,14.59,6.97,4.54,80.64,6.67,7.23,BBB,A-,AA-,7.2,0.8064,-2.4299999999999997,0.5600000000000005,13,15,18,True
FRMPSD0H8,16.31,10.16,4.35,55.84,10.04,10.04,AA-,A+,A,4.1,0.5584,-5.8100000000000005,0.0,18,17,16,True
75OUQ9EJ9,8.39,8.69,5.84,95.69,8.62,9.12,BBB+,A-,A+,8.0,0.9569,-2.8499999999999996,0.5,14,15,17,True
MMFYSGPJ8,16.72,7.2,4.65,89.09,7.44,8.02,AA+,AA,BBB,10.0,0.8909,-2.55,0.5799999999999992,20,19,13,True
ZGA0LY2T6,8.92,7.98,4.45,91.4,7.48,7.48,A+,AAA,A-,5.1,0.914,-3.5300000000000002,0.0,17,21,15,True
XWL8BLGA0,18.61,6.99,4.12,96.5,7.09,7.09,A+,AA-,A-,4.0,0.965,-2.87,0.0,17,18,15,True
TOKE087T3,23.02,6.97,4.87,92.93,8.56,9.16,AA,A,AA+,6.3,0.9293,-2.0999999999999996,0.5999999999999996,19,16,20,True
EFYS9TJF8,29.25,10.71,8.63,98.21,10.82,10.82,AA+,AA,AAA,6.8,0.9821,-2.08,0.0,20,19,21,True
VQRSRNHK8,7.93,8.18,5.05,83.84,7.99,8.25,AA,A,BBB+,6.6,0.8384,-3.13,0.2599999999999998,19,16,14,True
NA48ZKBJ3,27.59,10.78,9.38,102.73,11.83,12.33,AA-,A+,AA,2.6,1.0273,-1.3999999999999986,0.5,18,17,19,True
0FB8H3XQ2,10.22,5.53,3.01,89.39,6.59,6.6,AA+,BBB+,A+,7.5,0.8939,-2.5200000000000005,0.009999999999999787,20,14,17,True
NOEW753X4,16.94,8.56,6.25,71.73,8.63,8.84,AA-,A-,BBB+,7.2,0.7173,-2.3100000000000005,0.20999999999999908,18,15,14,True
ZON254XY1,8.06,8.18,6.52,90.88,8.32,8.6,A,AA-,AA+,5.7,0.9087999999999999,-1.6600000000000001,0.27999999999999936,16,18,20,True
SSXY4G4R8,18.44,9.2,6.85,92.41,9.47,9.88,A,AA-,BBB+,6.6,0.9240999999999999,-2.3499999999999996,0.41000000000000014,16,18,14,True
G4OA2SCD3,6.95,9.98,8.34,87.05,9.11,9.41,AA,A+,AA,8.6,0.8704999999999999,-1.6400000000000006,0.3000000000000007,19,17,19,True
J90WSS322,11.74,8.17,7.85,100.75,7.73,7.73,A-,A,AA,7.2,1.0075,-0.3200000000000003,0.0,15,16,19,True
CIO6ZRCC6,6.11,10.92,6.25,82.31,11.24,11.7,A,BBB,A+,5.5,0.8231,-4.67,0.4599999999999991,16,13,17,True
SFTRE6MH9,20.08,9.58,5.78,89.75,9.26,9.26,AA,A+,A+,7.3,0.8975,-3.8,0.0,19,17,17,True
Q2Z8NWHR6,8.83,9.81,7.22,98.31,9.27,9.78,A+,A+,A+,4.1,0.9831,-2.5900000000000007,0.5099999999999998,17,17,17,True
BDW16K0N5,12.25,6.29,5.06,77.56,6.01,6.71,AA-,A,A-,5.1,0.7756000000000001,-1.2300000000000004,0.7000000000000002,18,16,15,True
NEUYV3UL8,12.5,4.51,5.34,100.42,4.17,4.17,A+,BBB-,AAA,7.5,1.0042,0.8300000000000001,0.0,17,12,21,True
RLHJJR4T5,9.31,4.6,3.96,110.05,4.02,4.18,A+,AA+,A+,6.8,1.1005,-0.6399999999999997,0.16000000000000014,17,20,17,True
8JF13XNZ4,12.84,9.22,4.71,82.43,8.3,8.3,AA+,A+,A+,4.7,0.8243,-4.510000000000001,0.0,20,17,17,True
TZAUZZDH4,28.3,7.33,4.55,92.96,7.5,7.5,AA+,A,AA-,9.8,0.9296,-2.7800000000000002,0.0,20,16,18,True
E0A634IL1,5.56,9.52,7.46,84.81,9.61,10.03,BBB-,AA+,A+,10.0,0.8481000000000001,-2.0599999999999996,0.41999999999999993,12,20,17,True
D39CV67S3,12.95,10.11,7.86,80.4,10.85,11.26,A-,A,A,4.6,0.804,-2.249999999999999,0.41000000000000014,15,16,16,True
1BRRW2PX8,9.7,4.39,2.29,81.31,3.87,3.87,A+,A+,AAA,7.6,0.8131,-2.0999999999999996,0.0,17,17,21,True
AJAWR1XF5,16.49,5.86,6.06,119.89,6.24,6.24,A-,AAA,BBB,6.9,1.1989,0.1999999999999993,0.0,15,21,13,True
912YL3HG5,16.43,7.59,6.48,108.31,7.27,7.9,BBB+,AA,AA-,8.2,1.0831,-1.1099999999999994,0.6300000000000008,14,19,18,True
E35XW8C69,4.7,7.67,6.08,64.75,7.71,8.26,AA-,AA,AA-,9.6,0.6475,-1.5899999999999999,0.5499999999999998,18,19,18,True
P3TGQ4QT8,28.19,6.77,5.21,88.21,6.02,6.02,AA-,A-,AA-,2.7,0.8820999999999999,-1.5599999999999996,0.0,18,15,18,True
8EOVKQUH3,30.0,8.22,5.07,74.83,7.18,7.93,A-,AA,BBB+,5.9,0.7483,-3.1500000000000004,0.75,15,19,14,True
27O6JCEL9,30.0,9.55,7.3,90.73,10.27,10.65,A+,A+,AA+,2.3,0.9073,-2.250000000000001,0.3800000000000008,17,17,20,True
A8U4FNHZ6,16.69,5.81,1.74,84.4,7.47,8.29,A,A+,A+,9.9,0.8440000000000001,-4.069999999999999,0.8199999999999994,16,17,17,True
LQOKTKY80,10.94,8.2,6.73,93.51,8.91,9.11,A+,AA,A-,7.4,0.9351,-1.4699999999999989,0.1999999999999993,17,19,15,True
8812EY940,19.35,3.46,3.17,102.38,3.05,3.06,AAA,A,A,5.6,1.0238,-0.29000000000000004,0.010000000000000231,21,16,16,True
NPT0375Q1,8.72,11.56,6.61,68.35,12.46,12.5,A,AA+,A-,5.1,0.6835,-4.95,0.03999999999999915,16,20,15,True
VBENOF7M3,19.16,8.84,7.56,86.47,8.08,8.08,AA,A-,A,5.5,0.8647,-1.2800000000000002,0.0,19,15,16,True
E6NY8H910,5.83,5.94,5.7,105.12,5.63,5.63,AAA,A,AA,9.5,1.0512000000000001,-0.2400000000000002,0.0,21,16,19,True
F5SUQI734,9.5,10.02,7.22,85.8,10.42,10.42,A-,AA,A+,7.9,0.858,-2.8,0.0,15,19,17,True
5AF0SJLC3,22.3,4.99,3.67,116.52,4.64,5.06,A-,A-,A-,4.3,1.1652,-1.3200000000000003,0.41999999999999993,15,15,15,True
GO9HE57W0,9.76,9.68,7.74,91.9,9.16,9.49,BBB-,A,A,9.1,0.919,-1.9399999999999995,0.33000000000000007,12,16,16,True
SNDZJN595,17.27,9.1,7.23,72.0,9.06,9.06,AA,AA-,AA,9.2,0.72,-1.8699999999999992,0.0,19,18,19,True
IO9NSQ0K1,12.55,9.84,6.65,60.68,10.18,10.44,AA,AA,BBB,4.1,0.6068,-3.1899999999999995,0.2599999999999998,19,19,13,True
8ATROKMS8,11.01,6.26,4.89,94.06,6.24,6.24,A+,A+,A+,7.4,0.9406,-1.37,0.0,17,17,17,True
XMZ0YBOJ9,12.55,9.43,6.48,88.34,9.23,9.26,AA+,AA+,A+,9.7,0.8834000000000001,-2.9499999999999993,0.02999999999999936,20,20,17,True
CH6QPFP93,8.3,2.05,1.43,97.86,2.2,2.2,BBB,AA-,AA+,9.2,0.9786,-0.6199999999999999,0.0,13,18,20,True
MOYKCDMW5,7.24,7.22,4.34,72.31,7.19,7.19,A,AA-,AAA,6.3,0.7231000000000001,-2.88,0.0,16,18,21,True
1CG8C8Y01,8.64,5.64,7.2,102.47,6.05,6.16,A,AA+,A+,9.9,1.0247,1.5600000000000005,0.11000000000000032,16,20,17,True
3W8V7EZ28,14.33,7.63,6.27,74.74,8.22,8.45,BBB,BBB+,AAA,10.0,0.7474,-1.3600000000000003,0.22999999999999865,13,14,21,True
F4Q739XE4,12.88,7.19,1.53,67.01,7.56,7.75,AA,AA,BBB+,7.0,0.6701,-5.66,0.1900000000000004,19,19,14,True
NWW3XM399,13.35,5.67,3.58,109.65,5.22,5.58,BBB+,AA+,AA-,5.4,1.0965,-2.09,0.3600000000000003,14,20,18,True
JMR1OJNP0,12.71,6.08,3.42,88.39,6.23,6.93,BBB,A+,A+,6.7,0.8839,-2.66,0.6999999999999993,13,17,17,True
XHZSV3I89,5.53,9.8,8.37,96.96,10.66,10.98,BBB+,BBB+,A+,6.5,0.9695999999999999,-1.4300000000000015,0.3200000000000003,14,14,17,True
9FCCGP039,6.66,11.62,8.27,82.53,11.55,11.89,A+,A,A+,4.6,0.8253,-3.3499999999999996,0.33999999999999986,17,16,17,True
0965QQ772,12.08,8.75,5.38,89.83,9.33,9.53,A+,AA-,AA+,7.0,0.8983,-3.37,0.1999999999999993,17,18,20,True
A2GM1QQD4,25.59,5.42,3.65,93.7,4.93,5.0,A,BBB,A,3.9,0.937,-1.77,0.07000000000000028,16,13,16,True
UFOU5D612,19.77,11.59,9.24,83.97,12.42,12.94,BBB+,A-,A-,3.1,0.8397,-2.3499999999999996,0.5199999999999996,14,15,15,True
OW3R75382,7.66,9.57,5.39,76.98,9.64,9.77,A+,AA-,AA+,7.7,0.7698,-4.180000000000001,0.129999999999999,17,18,20,True
9IJOYXWX5,7.8,10.56,7.31,70.99,9.55,10.01,A,AA,A-,2.1,0.7099,-3.250000000000001,0.4599999999999991,16,19,15,True
V5ZJKYFL7,9.11,7.14,4.08,94.3,7.09,7.26,A-,A,AA-,8.5,0.943,-3.0599999999999996,0.16999999999999993,15,16,18,True
A97QR0ED8,8.04,7.12,5.7,92.98,6.77,6.91,A+,AA-,A+,3.1,0.9298000000000001,-1.42,0.14000000000000057,17,18,17,True
G3KS41QJ1,11.41,5.12,4.14,108.3,4.69,5.32,A+,A+,BBB,4.0,1.083,-0.9800000000000004,0.6299999999999999,17,17,13,True
KENPT16V2,16.02,7.25,5.26,92.91,8.33,8.38,A+,A+,A-,5.4,0.9290999999999999,-1.9900000000000002,0.05000000000000071,17,17,15,True
81UJ2J3I1,12.05,13.59,8.37,68.02,12.59,12.59,AAA,AA,A+,6.4,0.6801999999999999,-5.220000000000001,0.0,21,19,17,True
9B46FU7S3,9.21,5.44,6.63,109.1,4.99,5.58,BBB-,AA-,AA,10.0,1.091,1.1899999999999995,0.5899999999999999,12,18,19,True
P35FFM2R7,22.29,8.41,5.49,76.42,6.93,6.97,BBB-,BBB-,A,5.3,0.7642,-2.92,0.040000000000000036,12,12,16,True
59U1RSRO0,12.29,7.04,2.83,108.62,6.87,7.08,A,A,AA+,6.1,1.0862,-4.21,0.20999999999999996,16,16,20,True
35QM2OHS7,29.68,9.8,8.66,96.85,9.08,9.53,A+,A,A,6.2,0.9684999999999999,-1.1400000000000006,0.4499999999999993,17,16,16,True
SJDSQLPZ5,13.67,5.76,3.08,94.48,5.39,5.87,AA-,BBB+,AA-,5.2,0.9448000000000001,-2.6799999999999997,0.4800000000000004,18,14,18,True
D4WNR93T9,13.12,6.11,3.71,84.73,6.55,6.85,A-,AA+,AA-,7.0,0.8473,-2.4000000000000004,0.2999999999999998,15,20,18,True
OJAIR5TA9,9.83,10.81,7.86,89.32,9.9,10.19,AA-,AA-,AA-,3.2,0.8931999999999999,-2.95,0.28999999999999915,18,18,18,True
SBGIG11N3,16.41,3.74,2.19,98.42,3.95,4.03,A,BBB+,AA,6.9,0.9842,-1.5500000000000003,0.08000000000000007,16,14,19,True
DM3Q95D46,13.02,4.09,2.71,116.9,3.48,3.79,A+,A,A+,6.9,1.169,-1.38,0.31000000000000005,17,16,17,True
598BNDTS6,9.38,8.97,8.84,88.79,8.8,8.98,A,A-,AA-,5.0,0.8879,-0.13000000000000078,0.17999999999999972,16,15,18,True
QJ1GE8LM7,9.05,8.3,4.25,72.24,8.61,8.61,A+,AA+,AA-,6.9,0.7223999999999999,-4.050000000000001,0.0,17,20,18,True
MS0MMXX61,17.63,11.65,7.97,86.64,12.19,12.19,AA,AA-,AAA,5.6,0.8664000000000001,-3.6800000000000006,0.0,19,18,21,True
2SXV9JWW0,9.4,10.68,7.81,94.45,10.41,10.85,AA,BBB,A,8.1,0.9445,-2.87,0.4399999999999995,19,13,16,True
9QYNJHV83,23.26,5.64,3.45,81.24,5.48,5.67,AA,AA,AA+,3.4,0.8123999999999999,-2.1899999999999995,0.1899999999999995,19,19,20,True
DRJ2952P9,6.3,9.14,6.35,83.08,7.97,7.97,A,BBB+,AAA,6.2,0.8308,-2.790000000000001,0.0,16,14,21,True
OQINOBA06,30.0,6.62,2.99,74.66,6.18,6.18,BBB,AA-,AA,4.2,0.7465999999999999,-3.63,0.0,13,18,19,True
R4QUF3Y97,7.26,9.86,6.99,82.06,10.21,10.21,AA+,A+,A,8.2,0.8206,-2.869999999999999,0.0,20,17,16,True
VTAZECRR0,9.81,7.28,6.12,100.88,6.92,7.67,AA+,A,AA,8.5,1.0088,-1.1600000000000001,0.75,20,16,19,True
6SPDJ66V0,9.61,3.02,2.84,106.05,1.75,1.75,AA,AAA,A+,8.6,1.0605,-0.18000000000000016,0.0,19,21,17,True
OGBSVIYJ0,17.17,8.72,6.84,92.89,7.64,7.71,AA-,A-,A,4.6,0.9289000000000001,-1.8800000000000008,0.07000000000000028,18,15,16,True
RQDKI6ZB2,7.85,6.85,4.84,90.72,6.47,7.17,A+,BBB,AA,8.6,0.9072,-2.01,0.7000000000000002,17,13,19,True
GT2O1O2U3,8.22,5.71,4.06,86.87,4.43,4.75,AAA,BBB,BBB,4.7,0.8687,-1.6500000000000004,0.3200000000000003,21,13,13,True
77YT6ILV1,19.76,2.93,3.16,105.59,2.89,2.89,A+,AA,A-,3.4,1.0559,0.22999999999999998,0.0,17,19,15,True
E7533LIP1,30.0,6.71,4.49,75.27,6.85,6.85,A-,A,AA-,3.3,0.7526999999999999,-2.2199999999999998,0.0,15,16,18,True
JL7LM77E5,14.5,5.78,5.31,101.27,5.44,5.73,BBB+,A+,AA-,6.9,1.0127,-0.47000000000000064,0.29000000000000004,14,17,18,True
Z1E123RR7,11.29,7.01,3.87,83.82,6.35,6.35,A+,A+,AA,8.2,0.8382,-3.1399999999999997,0.0,17,17,19,True
RBEGIEJV0,12.49,5.73,4.56,81.83,5.43,5.87,BBB+,AAA,BBB+,1.0,0.8183,-1.1700000000000008,0.4400000000000004,14,21,14,True
06TZ13S42,30.0,10.35,6.48,74.81,10.88,10.99,A-,A+,A+,7.2,0.7481,-3.869999999999999,0.10999999999999943,15,17,17,True
UI0OCMHQ9,16.65,10.09,7.29,85.62,10.25,10.71,AA-,A+,A+,5.6,0.8562000000000001,-2.8,0.46000000000000085,18,17,17,True
4QE0M7DS2,5.51,7.5,3.26,60.04,6.7,6.75,A-,A+,AA+,3.7,0.6004,-4.24,0.04999999999999982,15,17,20,True
V2LTVNK34,18.72,5.23,4.41,107.25,5.22,5.36,AA-,A+,A-,7.5,1.0725,-0.8200000000000003,0.14000000000000057,18,17,15,True
8EHULRE62,10.37,7.54,7.24,96.22,7.61,7.68,AA+,A,A+,9.6,0.9621999999999999,-0.2999999999999998,0.0699999999999994,20,16,17,True
XLI2GCF30,13.35,3.83,2.2,78.9,3.74,4.36,AA,A,AA,8.2,0.789,-1.63,0.6200000000000001,19,16,19,True
PUAIEQTM5,11.31,12.16,8.42,79.75,12.52,12.6,AAA,A+,A,8.1,0.7975,-3.74,0.08000000000000007,21,17,16,True
8XFYQI3Q6,23.89,9.67,6.26,93.99,9.91,10.43,A+,A+,A,2.1,0.9399,-3.41,0.5199999999999996,17,17,16,True
S016ZI7E9,10.12,9.05,6.22,83.85,8.43,8.72,A,BBB-,A-,5.2,0.8384999999999999,-2.830000000000001,0.2900000000000009,16,12,15,True
3V05GBQ32,8.19,8.45,6.34,100.06,8.29,8.71,AA+,A+,AA,4.8,1.0006,-2.1099999999999994,0.4200000000000017,20,17,19,True
R9C1FJF37,17.19,9.96,5.68,75.97,10.2,10.64,A+,A+,A,8.7,0.7597,-4.280000000000001,0.4400000000000013,17,17,16,True
FKWMZTAY1,17.77,5.72,3.8,96.73,6.25,6.72,A,A+,BBB+,7.8,0.9673,-1.92,0.46999999999999975,16,17,14,True
8W0JG6AH8,8.59,7.53,4.84,95.64,7.69,7.78,A-,A,AA+,10.0,0.9564,-2.6900000000000004,0.08999999999999986,15,16,20,True
QJE7NM435,17.71,4.88,5.64,87.95,4.47,4.64,BBB+,A-,BBB-,6.4,0.8795000000000001,0.7599999999999998,0.16999999999999993,14,15,12,True
GOL1DKPS4,25.89,8.93,6.02,74.68,9.3,9.58,A-,BBB+,A-,3.5,0.7468,-2.91,0.27999999999999936,15,14,15,True
KXPG9TEL9,14.42,8.32,7.17,92.7,7.74,8.3,A+,A,BBB+,5.9,0.927,-1.1500000000000004,0.5600000000000005,17,16,14,True
MMRKDSAJ9,11.06,7.48,7.56,94.41,7.06,7.17,BBB-,A+,AA+,9.5,0.9440999999999999,0.07999999999999918,0.11000000000000032,12,17,20,True
RQORU3I55,16.94,2.07,0.87,94.37,1.54,1.81,AAA,AA-,A,5.9,0.9437000000000001,-1.1999999999999997,0.27,21,18,16,True
KMK5KARV9,10.3,3.87,3.61,95.9,3.44,3.64,AAA,A+,AA,8.2,0.9590000000000001,-0.26000000000000023,0.20000000000000018,21,17,19,True
MZ7666ST4,11.23,5.61,3.27,92.52,5.73,5.99,BBB-,A,A+,6.9,0.9251999999999999,-2.3400000000000003,0.2599999999999998,12,16,17,True
SRFKY1M08,6.96,8.7,4.05,74.2,7.29,7.43,A+,A+,AA-,6.6,0.742,-4.6499999999999995,0.13999999999999968,17,17,18,True
HE4RZ1FQ4,15.99,7.29,5.72,96.23,7.14,7.56,AA-,A,AA-,5.1,0.9623,-1.5700000000000003,0.41999999999999993,18,16,18,True
KZ8LBNWN8,11.32,4.55,3.96,108.97,5.29,5.84,A,BBB+,A+,7.1,1.0897,-0.5899999999999999,0.5499999999999998,16,14,17,True
4WRUZTWY1,9.48,7.71,3.15,71.79,8.05,8.59,A,A-,A-,6.0,0.7179000000000001,-4.5600000000000005,0.5399999999999991,16,15,15,True
ZWKF1SSE5,8.96,10.78,8.72,92.7,10.46,10.46,A,BBB+,AA,5.7,0.927,-2.0599999999999987,0.0,16,14,19,True
J5N3JKCM3,10.86,10.12,5.85,67.07,10.52,10.61,AA+,AAA,AA,8.0,0.6707,-4.27,0.08999999999999986,20,21,19,True
0HFOO56J9,8.97,8.5,4.32,67.9,8.13,8.13,A+,A+,A-,10.0,0.679,-4.18,0.0,17,17,15,True
CX4URE5L4,17.86,10.76,7.31,81.48,11.13,11.13,A,A+,A-,3.4,0.8148000000000001,-3.45,0.0,16,17,15,True
